Frequency(Hz),R(ohm),X(ohm),V(V),SoC(%)
5,0.0753184,-0.006125,3.28838,50
8,0.0737343,-0.00610748,3.2884,50
10,0.0729657,-0.00614901,3.28841,50
11,0.0726224,-0.00620427,3.28843,50
21,0.0701755,-0.00664783,3.28842,50
31,0.0685109,-0.00700829,3.28843,50
61,0.0651035,-0.00756119,3.28844,50
81,0.0635686,-0.00768803,3.28843,50
100,0.0624116,-0.00770524,3.28841,50
110,0.0618783,-0.00767322,3.28842,50
210,0.0581963,-0.00717418,3.28842,50
310,0.0561524,-0.00652229,3.28842,50
510,0.0536645,-0.00531501,3.28843,50
810,0.0515363,-0.00368066,3.28842,50
1000,0.0506283,-0.0027168,3.28843,50
0.01,0.131332,-0.0536227,3.28471,40
0.02,0.110105,-0.0416486,3.28759,40
0.03,0.101233,-0.0343296,3.28755,40
0.05,0.0931771,-0.0263989,3.28779,40
0.08,0.0877724,-0.0207963,3.28789,40
0.1,0.0856459,-0.0186575,3.28798,40
0.2,0.0802397,-0.0135286,3.2881,40
0.3,0.0777303,-0.0113416,3.28812,40
0.5,0.0750925,-0.00921015,3.28817,40
0.8,0.073073,-0.00775128,3.28823,40
1,0.0722185,-0.00720111,3.28826,40
2,0.069831,-0.00597469,3.28829,40
3,0.0685587,-0.00552219,3.28834,40
5,0.0670018,-0.00509105,3.28836,40
8,0.0656567,-0.00484041,3.28835,40
10,0.065035,-0.00476581,3.28839,40
11,0.0647469,-0.00474801,3.28838,40
21,0.0629706,-0.00470333,3.2884,40
31,0.0618947,-0.00479121,3.2884,40
61,0.0597536,-0.00499618,3.28841,40
81,0.0587956,-0.00505021,3.28841,40
100,0.0580391,-0.00507775,3.2884,40
110,0.0576808,-0.00505634,3.2884,40
210,0.0552926,-0.00481501,3.2884,40
310,0.0538033,-0.00441943,3.2884,40
510,0.0519253,-0.00359009,3.2884,40
810,0.0502231,-0.00225405,3.2884,40
1000,0.0494532,-0.00140867,3.28839,40
0.01,0.174709,-0.065938,3.25261,25
0.02,0.14993,-0.0507189,3.25674,25
0.03,0.139319,-0.0420642,3.25692,25
0.05,0.129327,-0.032889,3.25728,25
0.08,0.122341,-0.0263861,3.25749,25
0.1,0.119517,-0.0238659,3.2576,25
0.2,0.112226,-0.017716,3.25774,25
0.3,0.108784,-0.0150223,3.25778,25
0.5,0.105148,-0.0123608,3.25784,25
0.8,0.102339,-0.0105025,3.25787,25
1,0.101149,-0.00980563,3.25793,25
2,0.0978092,-0.00819796,3.25799,25
3,0.0960303,-0.00756616,3.25803,25
5,0.0939057,-0.00698716,3.25806,25
8,0.0920652,-0.00660088,3.2581,25
10,0.0912218,-0.00647815,3.25809,25
11,0.0908634,-0.00641452,3.25812,25
21,0.0885293,-0.00632238,3.25813,25
31,0.0870698,-0.00648463,3.25814,25
61,0.0842967,-0.0068673,3.25815,25
81,0.0829949,-0.00705264,3.25814,25
100,0.0820353,-0.00716163,3.25813,25
110,0.0816027,-0.0072182,3.25813,25
210,0.07843,-0.00750966,3.25813,25
310,0.0764484,-0.00758614,3.25814,25
510,0.0738007,-0.00761542,3.25814,25
810,0.0711257,-0.00744559,3.25813,25
1000,0.0697979,-0.00728109,3.25813,25
0.01,0.14711,-0.0551366,3.28548,50
0.02,0.125128,-0.0427779,3.28827,50
0.03,0.116043,-0.0351904,3.28818,50
0.05,0.107818,-0.0269805,3.28836,50
0.08,0.102317,-0.0212192,3.28846,50
0.1,0.100166,-0.0190186,3.28857,50
0.2,0.094699,-0.013732,3.28867,50
0.3,0.092174,-0.0114799,3.2887,50
0.5,0.0895415,-0.00930154,3.28874,50
0.8,0.0875358,-0.00782959,3.28878,50
1,0.0866888,-0.00728948,3.28884,50
2,0.0843273,-0.00614813,3.28888,50
3,0.0830345,-0.0057679,3.28889,50
5,0.0814514,-0.0055376,3.28894,50
8,0.0799663,-0.005472,3.28894,50
10,0.0792651,-0.00551091,3.28895,50
11,0.0789653,-0.00551826,3.28896,50
21,0.0768096,-0.00582373,3.28898,50
31,0.0753568,-0.00606999,3.28897,50
61,0.0725442,-0.00653981,3.28897,50
81,0.071232,-0.00667208,3.28898,50
100,0.0702323,-0.00671856,3.28896,50
110,0.0697964,-0.00671748,3.28897,50
210,0.0666847,-0.00657547,3.28897,50
310,0.0648597,-0.00627079,3.28896,50
510,0.0624894,-0.00560131,3.28897,50
810,0.0602886,-0.00456808,3.28899,50
1000,0.0593004,-0.00394084,3.28897,50
0.01,0.164271,-0.0586692,3.28561,45
0.02,0.141135,-0.0453309,3.28845,45
0.03,0.131461,-0.0374473,3.28826,45
0.05,0.122568,-0.0290149,3.28839,45
0.08,0.116499,-0.0230796,3.28844,45
0.1,0.114082,-0.0207947,3.28852,45
0.2,0.107858,-0.0152581,3.28858,45
0.3,0.104954,-0.0128503,3.28859,45
0.5,0.101906,-0.0104732,3.28864,45
0.8,0.0995905,-0.00881914,3.28868,45
1,0.0986079,-0.00819323,3.28873,45
2,0.0959084,-0.00682456,3.28876,45
3,0.0944879,-0.0063484,3.2888,45
5,0.0927406,-0.00596823,3.28882,45
8,0.0911568,-0.00577341,3.28884,45
10,0.0904301,-0.00573507,3.28885,45
11,0.0901236,-0.00577511,3.28886,45
21,0.0879674,-0.00589834,3.28886,45
31,0.0865794,-0.00610904,3.28888,45
61,0.083877,-0.00659845,3.28889,45
81,0.0826504,-0.00681211,3.28887,45
100,0.0816857,-0.00696794,3.28887,45
110,0.0812749,-0.00703336,3.28887,45
210,0.0781852,-0.00734519,3.28887,45
310,0.0762014,-0.00752213,3.28887,45
510,0.0735267,-0.0075846,3.28887,45
810,0.0708216,-0.00742069,3.28887,45
1000,0.0695111,-0.00724093,3.28887,45
0.01,0.128362,-0.0529951,3.32491,95
0.02,0.108572,-0.0388291,3.32708,95
0.03,0.101139,-0.0310929,3.32719,95
0.05,0.0946564,-0.0232254,3.32747,95
0.08,0.0903552,-0.0179281,3.32765,95
0.1,0.0886948,-0.01596,3.32779,95
0.2,0.0844,-0.0112835,3.3279,95
0.3,0.0824295,-0.00934968,3.32795,95
0.5,0.0803661,-0.00751142,3.32801,95
0.8,0.0787979,-0.00627433,3.32805,95
1,0.0781395,-0.00582587,3.32809,95
2,0.0763378,-0.00491269,3.32812,95
3,0.0753746,-0.00470688,3.32815,95
5,0.0741674,-0.0046812,3.32817,95
8,0.0729815,-0.004903,3.32818,95
10,0.0723559,-0.00506985,3.3282,95
11,0.0720821,-0.00516483,3.3282,95
21,0.0699581,-0.00599419,3.32822,95
31,0.0683832,-0.00651051,3.32823,95
61,0.0651376,-0.00727507,3.32822,95
81,0.0636182,-0.00748473,3.32823,95
100,0.062464,-0.00753493,3.32822,95
110,0.0619255,-0.00757985,3.32821,95
210,0.0582551,-0.00721748,3.3282,95
310,0.0561377,-0.00662757,3.32822,95
510,0.0535497,-0.00547962,3.32821,95
810,0.0513204,-0.00384683,3.32822,95
1000,0.0503716,-0.0028605,3.32822,95
0.01,0.122665,-0.0510404,3.32423,95
0.02,0.103239,-0.0375724,3.3263,95
0.03,0.0959904,-0.0299713,3.32634,95
0.05,0.0897932,-0.0221953,3.32661,95
0.08,0.0857768,-0.0169804,3.32677,95
0.1,0.0842288,-0.0150628,3.3269,95
0.2,0.0802939,-0.0105357,3.32701,95
0.3,0.0784984,-0.00868968,3.32707,95
0.5,0.076608,-0.00693912,3.32712,95
0.8,0.0751717,-0.00577423,3.32718,95
1,0.0745625,-0.0053565,3.32721,95
2,0.0728857,-0.00444522,3.32724,95
3,0.0719944,-0.0041813,3.32725,95
5,0.0708847,-0.00403001,3.32728,95
8,0.0698622,-0.00406393,3.3273,95
10,0.0693342,-0.00413533,3.32731,95
11,0.0691011,-0.00414631,3.32731,95
21,0.0674583,-0.00454932,3.32732,95
31,0.0663172,-0.00482896,3.32732,95
61,0.0640507,-0.00533135,3.32733,95
81,0.0629889,-0.00550929,3.32733,95
100,0.0621504,-0.00559683,3.32732,95
110,0.0617583,-0.0056387,3.32731,95
210,0.0590911,-0.00562602,3.32733,95
310,0.0573927,-0.00537683,3.32733,95
510,0.0551995,-0.00467501,3.32732,95
810,0.0532079,-0.00347409,3.32732,95
1000,0.0523538,-0.00270583,3.32732,95
0.01,0.133908,-0.0570372,3.32332,80
0.02,0.11228,-0.0420897,3.32589,80
0.03,0.103971,-0.033889,3.32596,80
0.05,0.0966308,-0.025533,3.32623,80
0.08,0.091721,-0.0198807,3.32639,80
0.1,0.0897895,-0.0177538,3.32651,80
0.2,0.0848198,-0.0126965,3.32663,80
0.3,0.082525,-0.010563,3.32668,80
0.5,0.0801302,-0.00846554,3.32673,80
0.8,0.0783154,-0.00702718,3.32678,80
1,0.0775743,-0.00648797,3.32682,80
2,0.0755591,-0.00534466,3.32684,80
3,0.0745135,-0.00500663,3.32689,80
5,0.0732124,-0.00484068,3.32689,80
8,0.0719868,-0.00493613,3.32692,80
10,0.0713701,-0.00500914,3.32693,80
11,0.0710918,-0.00507195,3.32693,80
21,0.069088,-0.00564702,3.32693,80
31,0.0676468,-0.00608592,3.32696,80
61,0.0646979,-0.00671683,3.32696,80
81,0.0633481,-0.00691991,3.32694,80
100,0.0623033,-0.00695181,3.32694,80
110,0.061824,-0.00699912,3.32694,80
210,0.0584509,-0.00675792,3.32695,80
310,0.056478,-0.00632332,3.32694,80
510,0.054037,-0.00536151,3.32694,80
810,0.0519227,-0.00399237,3.32695,80
1000,0.0509894,-0.00317362,3.32695,80
0.01,0.190085,-0.236209,3.44556,100
0.02,0.156204,-0.154287,3.44445,100
0.03,0.138409,-0.117929,3.44711,100
0.05,0.120141,-0.0850897,3.44788,100
0.08,0.106668,-0.0637842,3.44823,100
0.1,0.101305,-0.0558753,3.44849,100
0.2,0.0880134,-0.0364219,3.44883,100
0.3,0.0825196,-0.0282622,3.44892,100
0.5,0.0774313,-0.0204762,3.4491,100
0.8,0.074092,-0.0153263,3.44924,100
1,0.0728376,-0.013443,3.44936,100
2,0.0697678,-0.00930146,3.44945,100
3,0.0683375,-0.00780266,3.44954,100
5,0.0667617,-0.00662376,3.44962,100
8,0.0653866,-0.00601348,3.44965,100
10,0.0647108,-0.00583011,3.44968,100
11,0.0644727,-0.0058092,3.44969,100
21,0.0624565,-0.00587405,3.44972,100
31,0.061049,-0.00611305,3.44973,100
61,0.0582567,-0.00647724,3.44974,100
81,0.0569765,-0.0065102,3.44973,100
100,0.0559812,-0.00656848,3.44973,100
110,0.0555293,-0.0065467,3.44973,100
210,0.0524281,-0.00622261,3.44973,100
310,0.050581,-0.00570264,3.44972,100
510,0.0483429,-0.00465635,3.44972,100
810,0.046395,-0.00317092,3.44971,100
1000,0.0455594,-0.00228099,3.44973,100
0.01,0.166665,-0.075328,3.20057,10
0.02,0.139224,-0.0575372,3.20466,10
0.03,0.127447,-0.0480139,3.20467,10
0.05,0.115974,-0.0381765,3.20494,10
0.08,0.107582,-0.0311988,3.20505,10
0.1,0.104102,-0.0284325,3.20512,10
0.2,0.0949805,-0.0215396,3.20525,10
0.3,0.0906369,-0.0183998,3.20521,10
0.5,0.0860273,-0.0152146,3.20527,10
0.8,0.0824692,-0.0129148,3.20531,10
1,0.0809605,-0.0120122,3.20538,10
2,0.0768066,-0.00980249,3.20543,10
3,0.0747137,-0.00884908,3.20547,10
5,0.072339,-0.0078943,3.2055,10
8,0.0704286,-0.00735713,3.20552,10
10,0.0695666,-0.00722197,3.20555,10
11,0.0692104,-0.00718331,3.20556,10
21,0.0666106,-0.00728415,3.20558,10
31,0.0648529,-0.0075078,3.20559,10
61,0.0613586,-0.00789791,3.20558,10
81,0.0597965,-0.00792195,3.20559,10
100,0.0585828,-0.00794121,3.20557,10
110,0.0580045,-0.00790245,3.20556,10
210,0.0542998,-0.00729157,3.20558,10
310,0.0521594,-0.00656219,3.20557,10
510,0.049614,-0.00520413,3.20557,10
810,0.0474372,-0.00334398,3.20558,10
1000,0.046519,-0.00225306,3.20556,10
0.01,0.141237,-0.0568097,3.32361,80
0.02,0.119043,-0.0427128,3.3262,80
0.03,0.110334,-0.034499,3.32615,80
0.05,0.102693,-0.0258633,3.32634,80
0.08,0.0977717,-0.019952,3.32648,80
0.1,0.0958643,-0.0177255,3.32661,80
0.2,0.091077,-0.0124902,3.32669,80
0.3,0.0888959,-0.0103174,3.32676,80
0.5,0.0866327,-0.00823726,3.32681,80
0.8,0.0849107,-0.00683885,3.32687,80
1,0.084192,-0.00632329,3.3269,80
2,0.0822315,-0.00522299,3.32694,80
3,0.0811791,-0.00486663,3.32696,80
5,0.079904,-0.00467689,3.32698,80
8,0.0787122,-0.00471521,3.327,80
10,0.0781264,-0.00476862,3.32701,80
11,0.0778408,-0.00478481,3.32703,80
21,0.0759727,-0.00524079,3.32703,80
31,0.0746577,-0.00557899,3.32703,80
61,0.0720326,-0.00614258,3.32704,80
81,0.0708058,-0.00630697,3.32704,80
100,0.0698648,-0.0063936,3.32703,80
110,0.0694367,-0.00639219,3.32703,80
210,0.0664586,-0.00636329,3.32703,80
310,0.0646094,-0.00612399,3.32702,80
510,0.0622531,-0.00554117,3.32702,80
810,0.0600652,-0.00453362,3.32703,80
1000,0.0590451,-0.00390645,3.32703,80
0.01,0.140609,-0.0559535,3.28653,55
0.02,0.118973,-0.0427892,3.28934,55
0.03,0.110236,-0.0351449,3.28937,55
0.05,0.102215,-0.0271316,3.28963,55
0.08,0.0966579,-0.0215747,3.28975,55
0.1,0.0944369,-0.0194507,3.28984,55
0.2,0.0886427,-0.0142511,3.28997,55
0.3,0.085942,-0.0119779,3.28997,55
0.5,0.083114,-0.00971439,3.29003,55
0.8,0.0809876,-0.00815903,3.29007,55
1,0.0801004,-0.00757212,3.29012,55
2,0.0776653,-0.00629792,3.29015,55
3,0.0763861,-0.00589157,3.29018,55
5,0.0748079,-0.00566604,3.2902,55
8,0.0733441,-0.00568724,3.29023,55
10,0.0726052,-0.00574735,3.29024,55
11,0.0722973,-0.00578053,3.29025,55
21,0.0699905,-0.00627192,3.29026,55
31,0.0684297,-0.00661973,3.29026,55
61,0.0652568,-0.00719231,3.29028,55
81,0.0638002,-0.00731296,3.29026,55
100,0.062695,-0.00735239,3.29028,55
110,0.0621613,-0.00735187,3.29025,55
210,0.0587142,-0.00698439,3.29027,55
310,0.0566728,-0.00648325,3.29025,55
510,0.0542445,-0.00547346,3.29027,55
810,0.0521315,-0.00406838,3.29027,55
1000,0.0512136,-0.00323004,3.29025,55
0.01,0.172348,-0.0749181,3.1951,10
0.02,0.145875,-0.056361,3.19935,10
0.03,0.134555,-0.0465003,3.19953,10
0.05,0.123771,-0.0363181,3.19991,10
0.08,0.116127,-0.029185,3.20009,10
0.1,0.113015,-0.0264115,3.20023,10
0.2,0.104961,-0.0197186,3.20038,10
0.3,0.101132,-0.0168094,3.20039,10
0.5,0.097034,-0.0139561,3.20047,10
0.8,0.093799,-0.0119895,3.20052,10
1,0.0924026,-0.0112433,3.20058,10
2,0.0884305,-0.00945295,3.20064,10
3,0.0863233,-0.00866912,3.20067,10
5,0.083871,-0.00785899,3.20069,10
8,0.0818628,-0.00731826,3.20074,10
10,0.0809653,-0.00714487,3.20075,10
11,0.0805985,-0.00709515,3.20076,10
21,0.0780421,-0.00703961,3.20077,10
31,0.0763616,-0.0072371,3.20078,10
61,0.0731084,-0.00748819,3.20079,10
81,0.0716851,-0.00751389,3.20079,10
100,0.0705666,-0.0075263,3.20076,10
110,0.0700407,-0.00751228,3.20078,10
210,0.0667171,-0.00711124,3.20078,10
310,0.0647764,-0.0067091,3.20078,10
510,0.0623932,-0.00595248,3.20079,10
810,0.0602398,-0.00495944,3.20079,10
1000,0.0592729,-0.0043735,3.20078,10
0.01,0.144131,-0.0667561,3.30279,65
0.02,0.120841,-0.0487787,3.30851,65
0.03,0.111633,-0.0393786,3.30984,65
0.05,0.10322,-0.0298822,3.31086,65
0.08,0.0974,-0.0234531,3.31144,65
0.1,0.0950723,-0.0210271,3.31182,65
0.2,0.0890557,-0.0151406,3.31213,65
0.3,0.0862783,-0.0126154,3.31226,65
0.5,0.0833996,-0.0101254,3.31237,65
0.8,0.0812339,-0.00841349,3.31246,65
1,0.0803326,-0.00778833,3.31253,65
2,0.0778897,-0.00643089,3.31259,65
3,0.0766106,-0.00602794,3.31264,65
5,0.0750161,-0.00577361,3.31267,65
8,0.0735139,-0.00579002,3.3127,65
10,0.0728075,-0.00591629,3.31272,65
11,0.0724857,-0.00595734,3.31273,65
21,0.0700903,-0.0064704,3.31273,65
31,0.0684358,-0.00693106,3.31274,65
61,0.0651196,-0.00747389,3.31275,65
81,0.0635864,-0.00757865,3.31274,65
100,0.0624238,-0.00762582,3.31276,65
110,0.0619154,-0.00760595,3.31275,65
210,0.0583209,-0.00715517,3.31275,65
310,0.0562042,-0.00651745,3.31273,65
510,0.0537142,-0.00531025,3.31276,65
810,0.0515657,-0.0036854,3.31276,65
1000,0.0506619,-0.00274052,3.31275,65
0.01,0.131907,-0.0619718,3.32009,70
0.02,0.109425,-0.0451681,3.32401,70
0.03,0.100723,-0.0362472,3.32442,70
0.05,0.0929692,-0.0272723,3.32487,70
0.08,0.0877662,-0.0212129,3.32513,70
0.1,0.0857129,-0.0189319,3.3253,70
0.2,0.0804471,-0.013532,3.32546,70
0.3,0.0780044,-0.0112498,3.3255,70
0.5,0.0754641,-0.00902199,3.32557,70
0.8,0.07354,-0.00749442,3.32562,70
1,0.0727443,-0.00692746,3.32568,70
2,0.0705917,-0.00571111,3.32572,70
3,0.0694354,-0.0052932,3.32575,70
5,0.0680592,-0.00511402,3.32578,70
8,0.06675,-0.0051777,3.32579,70
10,0.066096,-0.00524182,3.3258,70
11,0.0658355,-0.00529048,3.32581,70
21,0.0637019,-0.00577806,3.32582,70
31,0.0622199,-0.00612257,3.32582,70
61,0.0592541,-0.00665692,3.32583,70
81,0.0579135,-0.00676959,3.32583,70
100,0.0568743,-0.0067793,3.32583,70
110,0.0563923,-0.00678091,3.32582,70
210,0.053147,-0.00637328,3.32582,70
310,0.0512696,-0.00578509,3.32582,70
510,0.048986,-0.0046565,3.32583,70
810,0.0470555,-0.00312287,3.32582,70
1000,0.04623,-0.00219748,3.32582,70
0.01,0.137222,-0.0583382,3.28731,55
0.02,0.115032,-0.0442782,3.29026,55
0.03,0.106178,-0.0362121,3.29036,55
0.05,0.0980712,-0.0278032,3.29065,55
0.08,0.0924946,-0.0220146,3.29081,55
0.1,0.0902715,-0.0198224,3.29094,55
0.2,0.084451,-0.014474,3.29106,55
0.3,0.0817402,-0.012153,3.2911,55
0.5,0.0788816,-0.00984176,3.29115,55
0.8,0.076736,-0.00825485,3.2912,55
1,0.0758414,-0.00766024,3.29124,55
2,0.0733789,-0.00637957,3.29128,55
3,0.0720659,-0.00596776,3.29133,55
5,0.0704465,-0.00571818,3.29133,55
8,0.068976,-0.00570723,3.29135,55
10,0.0682379,-0.0057676,3.29139,55
11,0.0679367,-0.00580413,3.29139,55
21,0.0656354,-0.00620144,3.29139,55
31,0.0640528,-0.00653696,3.29139,55
61,0.0609559,-0.0069692,3.2914,55
81,0.0595467,-0.00707727,3.29139,55
100,0.0584761,-0.00706328,3.2914,55
110,0.0579711,-0.00706132,3.29139,55
210,0.0546102,-0.00660284,3.2914,55
310,0.0527192,-0.00599586,3.2914,55
510,0.0504408,-0.00486725,3.2914,55
810,0.0485072,-0.00335835,3.2914,55
1000,0.047688,-0.00246072,3.29139,55
0.01,0.182033,-0.104468,3.09408,5
0.02,0.153463,-0.0725553,3.10256,5
0.03,0.141077,-0.0580323,3.10426,5
0.05,0.129268,-0.0440035,3.10564,5
0.08,0.120899,-0.034597,3.1064,5
0.1,0.117482,-0.0310246,3.10687,5
0.2,0.10866,-0.0227278,3.10731,5
0.3,0.104423,-0.0192205,3.10744,5
0.5,0.0998718,-0.0158541,3.10761,5
0.8,0.096254,-0.0135481,3.10773,5
1,0.0946878,-0.0126702,3.10782,5
2,0.090251,-0.0105448,3.1079,5
3,0.0879315,-0.00960252,3.10796,5
5,0.0852554,-0.00861751,3.10802,5
8,0.0830675,-0.0079493,3.10806,5
10,0.0821132,-0.00774032,3.10807,5
11,0.0817092,-0.0076865,3.10809,5
21,0.0789323,-0.00759024,3.10811,5
31,0.0770899,-0.0077264,3.10813,5
61,0.0736104,-0.00784579,3.10812,5
81,0.0721087,-0.0078266,3.10812,5
100,0.0709883,-0.00776181,3.10813,5
110,0.0704677,-0.00770515,3.10813,5
210,0.0671034,-0.00725451,3.10813,5
310,0.0651349,-0.00678676,3.10812,5
510,0.0627682,-0.00598078,3.10813,5
810,0.0606551,-0.00499937,3.10814,5
1000,0.0596847,-0.00444081,3.10814,5
0.01,0.137632,-0.0550876,3.285,50
0.02,0.116001,-0.0421759,3.28774,50
0.03,0.107255,-0.0345852,3.28767,50
0.05,0.0993057,-0.0265776,3.28789,50
0.08,0.0938889,-0.0210211,3.288,50
0.1,0.0917348,-0.0188979,3.28809,50
0.2,0.0861929,-0.0137707,3.28819,50
0.3,0.0836209,-0.0115634,3.28821,50
0.5,0.080923,-0.00940855,3.28826,50
0.8,0.0788562,-0.00795492,3.28831,50
1,0.0779649,-0.00739325,3.28834,50
2,0.0755209,-0.00621741,3.28837,50
3,0.0741868,-0.00576936,3.28841,50
5,0.0725872,-0.00542278,3.28842,50
8,0.0711578,-0.00526435,3.28844,50
10,0.0704827,-0.00519117,3.28845,50
11,0.0702072,-0.00517547,3.28847,50
21,0.0682332,-0.00520896,3.28848,50
31,0.0669745,-0.00535426,3.28849,50
61,0.0645549,-0.00567186,3.28848,50
81,0.0634713,-0.00571841,3.28848,50
100,0.0626178,-0.0057978,3.28848,50
110,0.0622247,-0.00577918,3.28847,50
210,0.0595523,-0.00567172,3.28847,50
310,0.057852,-0.00534411,3.28847,50
510,0.0557385,-0.00459261,3.28847,50
810,0.0538198,-0.00339519,3.28848,50
1000,0.0529684,-0.00264772,3.28847,50
0.01,0.168544,-0.0608408,3.27724,35
0.02,0.144978,-0.0471855,3.28132,35
0.03,0.134953,-0.0391738,3.28153,35
0.05,0.125592,-0.0305697,3.28189,35
0.08,0.119103,-0.0244769,3.28206,35
0.1,0.116502,-0.0221179,3.28219,35
0.2,0.109778,-0.0163701,3.28233,35
0.3,0.106612,-0.0138459,3.28238,35
0.5,0.10329,-0.0113547,3.28243,35
0.8,0.100728,-0.00961774,3.28247,35
1,0.0996418,-0.00895384,3.28252,35
2,0.0966445,-0.00748623,3.28257,35
3,0.0950436,-0.0069395,3.28261,35
5,0.0930997,-0.00645543,3.28264,35
8,0.0913806,-0.00619413,3.28266,35
10,0.0905826,-0.00610393,3.28268,35
11,0.0902733,-0.00610387,3.28268,35
21,0.087978,-0.00613149,3.2827,35
31,0.0865597,-0.00631124,3.2827,35
61,0.0838172,-0.00676033,3.28273,35
81,0.0825626,-0.00697001,3.2827,35
100,0.0815937,-0.00707732,3.28271,35
110,0.0811309,-0.00712811,3.28269,35
210,0.078036,-0.00745075,3.28271,35
310,0.0760217,-0.00754761,3.2827,35
510,0.0733668,-0.00758313,3.28271,35
810,0.070674,-0.00740022,3.28271,35
1000,0.0693589,-0.00720464,3.28271,35
0.01,0.133504,-0.0673117,3.30478,60
0.02,0.109997,-0.0493124,3.31085,60
0.03,0.1007,-0.039701,3.31222,60
0.05,0.0923018,-0.0299509,3.31324,60
0.08,0.0865878,-0.0233578,3.31383,60
0.1,0.0843274,-0.0208745,3.31422,60
0.2,0.0784645,-0.0149534,3.31451,60
0.3,0.0757593,-0.0124201,3.31465,60
0.5,0.0729375,-0.00993944,3.31479,60
0.8,0.070824,-0.00823941,3.31487,60
1,0.0699482,-0.0076066,3.31493,60
2,0.0675492,-0.00619181,3.31498,60
3,0.066313,-0.00571666,3.31504,60
5,0.0648035,-0.00537637,3.31507,60
8,0.0634333,-0.00527523,3.3151,60
10,0.0627706,-0.00529938,3.31511,60
11,0.0624617,-0.0052738,3.31513,60
21,0.0604079,-0.00558644,3.31514,60
31,0.0589951,-0.00587738,3.31515,60
61,0.0562285,-0.00622109,3.31515,60
81,0.0549915,-0.00628756,3.31515,60
100,0.0540236,-0.00629187,3.31514,60
110,0.0535917,-0.00626532,3.31516,60
210,0.0505681,-0.0059022,3.31515,60
310,0.0488274,-0.00532207,3.31516,60
510,0.0466612,-0.00418331,3.31515,60
810,0.0448006,-0.00260316,3.31516,60
1000,0.0440266,-0.00164144,3.31515,60
0.01,0.154217,-0.0663913,3.26056,25
0.02,0.129329,-0.0509286,3.26431,25
0.03,0.118857,-0.0423562,3.26434,25
0.05,0.108832,-0.0334241,3.26459,25
0.08,0.101602,-0.0271226,3.26472,25
0.1,0.0986368,-0.0246475,3.26479,25
0.2,0.0908578,-0.0184802,3.26491,25
0.3,0.0871921,-0.0156928,3.26491,25
0.5,0.0833391,-0.0128533,3.26497,25
0.8,0.0804078,-0.0108596,3.265,25
1,0.0791873,-0.0100857,3.26504,25
2,0.0758201,-0.00829771,3.26509,25
3,0.0740578,-0.0075801,3.26513,25
5,0.0720475,-0.00700919,3.26516,25
8,0.0702521,-0.00669015,3.26519,25
10,0.0694778,-0.00669419,3.26521,25
11,0.0691166,-0.00668296,3.26522,25
21,0.0666111,-0.00695383,3.26523,25
31,0.0648977,-0.00724083,3.26522,25
61,0.0614628,-0.00776112,3.26524,25
81,0.0598918,-0.00784385,3.26524,25
100,0.0587034,-0.00788952,3.26524,25
110,0.0581411,-0.00787276,3.26523,25
210,0.0544132,-0.00737839,3.26523,25
310,0.0522329,-0.00667777,3.26523,25
510,0.0495951,-0.00537831,3.26523,25
810,0.0473498,-0.00352207,3.26523,25
1000,0.0463696,-0.00241156,3.26523,25
0.01,0.130474,-0.0612146,3.3224,70
0.02,0.107532,-0.0452471,3.32539,70
0.03,0.0986844,-0.0365009,3.32547,70
0.05,0.090802,-0.0276288,3.32577,70
0.08,0.0854643,-0.0216101,3.32593,70
0.1,0.0833482,-0.0193454,3.32605,70
0.2,0.077863,-0.0139145,3.32618,70
0.3,0.0753196,-0.0115918,3.32622,70
0.5,0.0726692,-0.00930132,3.32627,70
0.8,0.0706806,-0.00772997,3.32631,70
1,0.0698601,-0.00714608,3.32637,70
2,0.0676032,-0.00584937,3.3264,70
3,0.0664344,-0.00542635,3.32642,70
5,0.0649984,-0.00513767,3.32646,70
8,0.0636872,-0.00509741,3.32648,70
10,0.0630544,-0.00515754,3.3265,70
11,0.0627666,-0.00517938,3.32649,70
21,0.0607189,-0.00556723,3.3265,70
31,0.0593145,-0.00589917,3.32652,70
61,0.0565282,-0.00629383,3.3265,70
81,0.0552462,-0.00638684,3.32651,70
100,0.0542744,-0.00639486,3.32651,70
110,0.0537996,-0.00639133,3.3265,70
210,0.0507684,-0.00599577,3.32651,70
310,0.0489262,-0.00545349,3.32651,70
510,0.0467203,-0.00434498,3.32652,70
810,0.0448136,-0.00271638,3.3265,70
1000,0.0440176,-0.00173285,3.32651,70
0.01,0.138993,-0.0652501,3.32087,70
0.02,0.115553,-0.0475006,3.32443,70
0.03,0.106543,-0.038262,3.32471,70
0.05,0.0983458,-0.0290314,3.32511,70
0.08,0.0926997,-0.0227986,3.32533,70
0.1,0.0904395,-0.0204245,3.32547,70
0.2,0.0845894,-0.014726,3.32561,70
0.3,0.081869,-0.0122371,3.32564,70
0.5,0.0790868,-0.00980722,3.32571,70
0.8,0.0769896,-0.00812041,3.32577,70
1,0.076134,-0.00748931,3.32581,70
2,0.0738174,-0.00613159,3.32585,70
3,0.0726125,-0.00569182,3.3259,70
5,0.0711322,-0.00546042,3.32592,70
8,0.0697713,-0.00553152,3.32594,70
10,0.0691072,-0.00562512,3.32595,70
11,0.0687909,-0.00569749,3.32596,70
21,0.0665247,-0.00627417,3.32596,70
31,0.0649222,-0.006699,3.32597,70
